author,name,year,genres,annotation,s3_link,local_link
Тургенев Иван Сергеевич,Эпиграммы. Сатирические стихотворения и пародии. Альбомные записи (1848-1881),1881,"['Сборник стихов', 'Поэзия', 'Поэзия']","Эпиграммы<На Н. X. Кетчера><На П. Н. Кудрявцева><На В. П. Боткина><На А. В. Дружинина><На А. В. Никитенко>Сатирические стихотворения и пародии""Когда монарх наш незабвенный...""Шестилетний обличитель""Жил-был некакий мальчишка...""""Отсутствующими очами...""Альбомные записи<В записную книжку Н. А. Тучковой><В альбом М. П. Боткиной><В альбом Н. В. Гербеля><В альбом Н. В. Гербеля><В альбом С. Н. Степанова><В альбом В. Ганки><В альбом О. А. Козловой>",https://storage.yandexcloud.net/auth-def-2024/raw/turgenew_i_s_text_0460.txt,../data/Тургенев Иван Сергеевич.Эпиграммы. Сатирические стихотворения и пародии. Альбомные записи (1848-1881).1881.txt
Тургенев Иван Сергеевич,Ю. Лебедев. Тургенев,1990,"['Роман', 'Проза', 'Биографическая проза', 'Об авторе']","Биография, изданная в серии ""Жизнь замечательных людей"".",https://storage.yandexcloud.net/auth-def-2024/raw/turgenew_i_s_text_0380.txt,../data/Тургенев Иван Сергеевич.Ю. Лебедев. Тургенев.1990.txt
Тургенев Иван Сергеевич,Юмор И. С. Тургенева,1894,"['Статья', 'Публицистика', 'О творчестве автора', 'Иллюстрации/приложения: 16 штук.']",,https://storage.yandexcloud.net/auth-def-2024/raw/turgenew_i_s_text_1894_umor_oldorfo.txt,../data/Тургенев Иван Сергеевич.Юмор И. С. Тургенева.1894.txt
Тургенев Иван Сергеевич,Яков Пасынков,1855,"['Глава', 'Проза', 'Повести и рассказы']",,https://storage.yandexcloud.net/auth-def-2024/raw/turgenew_i_s_text_0090.txt,../data/Тургенев Иван Сергеевич.Яков Пасынков.1855.txt
Чехов Антон Павлович,Гамлет на Пушкинской сцене,1881,"['Статья', 'Критика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1881_gamlet.txt,"../data/Чехов Антон Павлович.""Гамлет"" на Пушкинской сцене.1881.txt"
Чехов Антон Павлович,Дядя Ваня на сцене Стокгольмского театра,1941,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1941_dyadya_vanya.txt,"../data/Чехов Антон Павлович.""Дядя Ваня"" на сцене Стокгольмского театра.1941.txt"
Чехов Антон Павлович,Женевьева Брабантская. Буффонада в 4-х действиях и 9 картинах,1883,"['Статья', 'Критика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1883_zhenevieva.txt,"../data/Чехов Антон Павлович.""Женевьева Брабантская"". Буффонада в 4-х действиях и 9 картинах.1883.txt"
Чехов Антон Павлович,"Калиостро, великий чародей, в Вене в Новом театре М. и А. Л.***",1883,"['Статья', 'Критика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1883_kaliostro.txt,"../data/Чехов Антон Павлович.""Калиостро, великий чародей, в Вене"" в ""Новом театре"" М. и А. Л.***.1883.txt"
Чехов Антон Павлович,Скоморох - Театр М. В. Л.*** (3-е января),1882,"['Статья', 'Критика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1882_skomoroh.txt,"../data/Чехов Антон Павлович.""Скоморох"" - Театр М. В. Л.*** (3-е января).1882.txt"
Чехов Антон Павлович,100-летие со дня рождения А. П. Чехова отмечается во всем мире,1959,"['Очерк', 'Публицистика', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1959_stoletie.txt,../data/Чехов Антон Павлович.100-летие со дня рождения А. П. Чехова отмечается во всем мире.1959.txt
Чехов Антон Павлович,25 лет со дня смерти А. П. Чехова,1929,"['Статья', 'Публицистика', 'Об авторе', 'Иллюстрации/приложения: 3 штук.']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1929_25_let.txt,../data/Чехов Антон Павлович.25 лет со дня смерти А. П. Чехова.1929.txt
Чехов Антон Павлович,Μ. Π. Никитин. Чехов как изобразитель больной души,1904,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0530.txt,../data/Чехов Антон Павлович.Μ. Π. Никитин. Чехов как изобразитель больной души.1904.txt
Чехов Антон Павлович,А. П. Чехов в воспоминаниях современников,1946,"['Очерк', 'Мемуары', 'Об авторе']",(по изданиям 1960 и 1986 годов).Ал.П.Чехов. М.П.Чехов. В.А.Гиляровский. В.Г.Короленко. И.Е.Репин. К.С.Станиславский. Вл.И.Немирович-Данченко и другие. Подготовка текста и примечания H.И.Гитович и И.В.Федорова.,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1050.txt,../data/Чехов Антон Павлович.А. П. Чехов в воспоминаниях современников.1946.txt
Чехов Антон Павлович,А. Турков. Этого я уже не помню...,1979,"['Статья', 'Критика', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0330.txt,"../data/Чехов Антон Павлович.А. Турков. ""Этого я уже не помню..."".1979.txt"
Чехов Антон Павлович,А. Чудаков. Чехов-редактор,1981,"['Статья', 'Критика', 'О творчестве автора']","Правка рассказа А. К. Гольдебаева ""Ссора""",https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0320.txt,../data/Чехов Антон Павлович.А. Чудаков. Чехов-редактор.1981.txt
Чехов Антон Павлович,Автобиография,1900,"['Очерк', 'Мемуары', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1900_autobio.txt,../data/Чехов Антон Павлович.Автобиография.1900.txt
Чехов Антон Павлович,Алфавитный указатель Полного собрания рассказов и повестей,2006,"['Статья', 'Критика', 'Полное собрание рассказов и повестей']","Указатель из 614 произведений, включенных в Полное собрание сочинений и писем.",https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1000.txt,../data/Чехов Антон Павлович.Алфавитный указатель Полного собрания рассказов и повестей.2006.txt
Чехов Антон Павлович,Америка в Ростове-на-Дону,1883,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1883_rostov_na_donu.txt,../data/Чехов Антон Павлович.Америка в Ростове-на-Дону.1883.txt
Чехов Антон Павлович,Анна на шее,1895,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1895_anna_na_shee.txt,../data/Чехов Антон Павлович.Анна на шее.1895.txt
Чехов Антон Павлович,"Антон Чехов. Хмурые люди, рассказы. Спб. 1890",1890,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1890_chehov_hmurye_ludi_oldorfo.txt,"../data/Чехов Антон Павлович.Антон Чехов. Хмурые люди, рассказы. Спб. 1890.1890.txt"
Чехов Антон Павлович,"Аптекарская такса, или Спасите, грабят",1885,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",(Шутливый трактат на плачевную тему),https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_aptechnaya_taksa.txt,"../data/Чехов Антон Павлович.Аптекарская такса, или Спасите, грабят.1885.txt"
Чехов Антон Павлович,Ариадна,1895,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1895_ariadna.txt,../data/Чехов Антон Павлович.Ариадна.1895.txt
Чехов Антон Павлович,Архиерей,1902,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1902_arhierey.txt,../data/Чехов Антон Павлович.Архиерей.1902.txt
Чехов Антон Павлович,Безотцовщина,1878,"['Пьеса', 'Драматургия', 'Пьесы']",<Пьеса в 4-х действиях>,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0170.txt,../data/Чехов Антон Павлович.Безотцовщина.1878.txt
Чехов Антон Павлович,Бенефис П. М. Свободина,1888,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1888_svobodin.txt,../data/Чехов Антон Павлович.Бенефис П. М. Свободина.1888.txt
Чехов Антон Павлович,Бердников Г. П. Чехов,1978,"['Роман', 'Биографическая проза', 'Об авторе']",Книга из серии ЖЗЛ,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0340.txt,../data/Чехов Антон Павлович.Бердников Г. П. Чехов.1978.txt
Чехов Антон Павлович,В овраге,1900,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1900_v_ovrage.txt,../data/Чехов Антон Павлович.В овраге.1900.txt
Чехов Антон Павлович,В пользу нуждающихся приезжих больных,1899,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1899_v_polzu.txt,../data/Чехов Антон Павлович.В пользу нуждающихся приезжих больных.1899.txt
Чехов Антон Павлович,В. А. Бандаков,1890,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",(Некролог),https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1890_bandakov.txt,../data/Чехов Антон Павлович.В. А. Бандаков.1890.txt
Чехов Антон Павлович,В. Ермилов. Чехов,1946,"['Повесть', 'Биографическая проза', 'Об авторе']",Книга из серии ЖЗЛ,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0490.txt,../data/Чехов Антон Павлович.В. Ермилов. Чехов.1946.txt
Чехов Антон Павлович,В. Н. Гвоздей. Секреты чеховского художественного текста,1999,"['Очерк', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_2009.txt,../data/Чехов Антон Павлович.В. Н. Гвоздей. Секреты чеховского художественного текста.1999.txt
Чехов Антон Павлович,Ванька,1886,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1886_vanka.txt,../data/Чехов Антон Павлович.Ванька.1886.txt
Чехов Антон Павлович,Винт,1884,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1884_vint.txt,../data/Чехов Антон Павлович.Винт.1884.txt
Чехов Антон Павлович,Вишневый сад,1903,"['Пьеса', 'Драматургия', 'Пьесы']",Комедия в 4-х действиях,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0150.txt,../data/Чехов Антон Павлович.Вишневый сад.1903.txt
Чехов Антон Павлович,Воззвание о помощи нуждающимся туберкулезным больным,1899,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1899_vozzvanie.txt,../data/Чехов Антон Павлович.Воззвание о помощи нуждающимся туберкулезным больным.1899.txt
Чехов Антон Павлович,Володя большой и Володя маленький,1893,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1893_volodya.txt,../data/Чехов Антон Павлович.Володя большой и Володя маленький.1893.txt
Чехов Антон Павлович,Вопрос,1891,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1891_vopros.txt,../data/Чехов Антон Павлович.Вопрос.1891.txt
Чехов Антон Павлович,Воры,1890,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1890_vory.txt,../data/Чехов Антон Павлович.Воры.1890.txt
Чехов Антон Павлович,Воспоминания A. C. Померанцева об А. П. Чехове,1924,"['Очерк', 'Мемуары', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0430.txt,../data/Чехов Антон Павлович.Воспоминания A. C. Померанцева об А. П. Чехове.1924.txt
Чехов Антон Павлович,Врачебное дело в России,1892,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1892_vrachebnoe_delo.txt,../data/Чехов Антон Павлович.Врачебное дело в России.1892.txt
Чехов Антон Павлович,Г. Ф. Щеболева. Альбом Н. П. Чехова  и неизвестные автографы А. П. Чехова,1996,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0450.txt,../data/Чехов Антон Павлович.Г. Ф. Щеболева. Альбом Н. П. Чехова  и неизвестные автографы А. П. Чехова.1996.txt
Чехов Антон Павлович,Герат,1885,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",(От нашего собственного корреспондента),https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_gerat.txt,../data/Чехов Антон Павлович.Герат.1885.txt
Чехов Антон Павлович,"Гимназическое, стихотворения, записи в альбомы, Dubia, коллективное, редактированное",1885,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0310.txt,"../data/Чехов Антон Павлович.Гимназическое, стихотворения, записи в альбомы, Dubia, коллективное, редактированное.1885.txt"
Чехов Антон Павлович,Голодающие дети,1898,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1898_deti.txt,../data/Чехов Антон Павлович.Голодающие дети.1898.txt
Чехов Антон Павлович,Д. М. Евсеев. Среди милых москвичей,1996,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",(Неизвестные заметки А. П. Чехова),https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0420.txt,"../data/Чехов Антон Павлович.Д. М. Евсеев. ""Среди милых москвичей"".1996.txt"
Чехов Антон Павлович,Д. П. Святополк-Мирский. Чехов,1926,"['Очерк', 'Критика', 'Об авторе']","Глава из книги ""История русской литературы с древнейших времен до 1925 года"".",https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1040.txt,../data/Чехов Антон Павлович.Д. П. Святополк-Мирский. Чехов.1926.txt
Чехов Антон Павлович,Дама с собачкой,1899,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1899_dama_s_sobachkoy.txt,../data/Чехов Антон Павлович.Дама с собачкой.1899.txt
Чехов Антон Павлович,"Дарственные надписи Л.И. Веселитской, М.О. Меньшикова, А.П. Чехова",1900,"['Переписка', 'Эпистолярий', 'Переписка']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1900_nadpisi.txt,"../data/Чехов Антон Павлович.Дарственные надписи Л.И. Веселитской, М.О. Меньшикова, А.П. Чехова.1900.txt"
Чехов Антон Павлович,Дело Рыкова и комп.,1885,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",(От нашего корреспондента),https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_delo_rykova.txt,../data/Чехов Антон Павлович.Дело Рыкова и комп..1885.txt
Чехов Антон Павлович,Дневник Павла Егоровича Чехова,1898,"['Дневник', 'Мемуары', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0470.txt,../data/Чехов Антон Павлович.Дневник Павла Егоровича Чехова.1898.txt
Чехов Антон Павлович,Дом с мезонином,1896,"['Глава', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1896_dom_s_mezoninom.txt,../data/Чехов Антон Павлович.Дом с мезонином.1896.txt
Чехов Антон Павлович,Душечка,1899,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1899_dushechka.txt,../data/Чехов Антон Павлович.Душечка.1899.txt
Чехов Антон Павлович,"Дуэль. Повесть Антона Чехова. Издание А. С. Суворина. Спб., 1892 г",1892,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1892_duel_oldorfo.txt,"../data/Чехов Антон Павлович.Дуэль. Повесть Антона Чехова. Издание А. С. Суворина. Спб., 1892 г.1892.txt"
Чехов Антон Павлович,Дуэль,1891,"['Повесть', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1891_duel.txt,../data/Чехов Антон Павлович.Дуэль.1891.txt
Чехов Антон Павлович,Дядя Ваня,1897,"['Пьеса', 'Драматургия', 'Пьесы']",Сцены из деревенской жизни в четырех действиях,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0130.txt,../data/Чехов Антон Павлович.Дядя Ваня.1897.txt
Чехов Антон Павлович,Жалобная книга,1884,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1884_zhalobnaya_kniga.txt,../data/Чехов Антон Павлович.Жалобная книга.1884.txt
Чехов Антон Павлович,Жена. Рассказ Ант. П. Чехова,1893,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1893_zhena_oldorfo.txt,../data/Чехов Антон Павлович.Жена. Рассказ Ант. П. Чехова.1893.txt
Чехов Антон Павлович,З. М. Линтварева,1891,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1891_lintvareva.txt,../data/Чехов Антон Павлович.З. М. Линтварева.1891.txt
Чехов Антон Павлович,Заметки о М.О. Меньшикове и Л.И. Веселитской...,1890,"['Дневник', 'Мемуары', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1890_zametki.txt,../data/Чехов Антон Павлович.Заметки о М.О. Меньшикове и Л.И. Веселитской....1890.txt
Чехов Антон Павлович,Записные книжки. Записи на отдельных листах. Дневники,1904,"['Дневник', 'Мемуары', 'Публицистика и другие материалы', 'Иллюстрации/приложения: 1 штук.']",Том 17 Полного собрания сочинений,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0390.txt,../data/Чехов Антон Павлович.Записные книжки. Записи на отдельных листах. Дневники.1904.txt
Чехов Антон Павлович,Злостные банкроты,1883,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1883_bankroty.txt,../data/Чехов Антон Павлович.Злостные банкроты.1883.txt
Чехов Антон Павлович,Злоумышленник,1885,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_zloumyshlennik.txt,../data/Чехов Антон Павлович.Злоумышленник.1885.txt
Чехов Антон Павлович,И. А. Мельников,1893,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1893_melnikov.txt,../data/Чехов Антон Павлович.И. А. Мельников.1893.txt
Чехов Антон Павлович,Иванов,1889,"['Пьеса', 'Драматургия', 'Пьесы']",Драма в четырех действиях,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0110.txt,../data/Чехов Антон Павлович.Иванов.1889.txt
Чехов Антон Павлович,Из Сибири,1890,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0200.txt,../data/Чехов Антон Павлович.Из Сибири.1890.txt
Чехов Антон Павлович,Именины,1888,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1888_imeniny.txt,../data/Чехов Антон Павлович.Именины.1888.txt
Чехов Антон Павлович,Интеллигенты-кабатчики,1885,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_kabatchiki.txt,../data/Чехов Антон Павлович.Интеллигенты-кабатчики.1885.txt
Чехов Антон Павлович,Ионыч,1898,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1898_ionych.txt,../data/Чехов Антон Павлович.Ионыч.1898.txt
Чехов Антон Павлович,К чеховским дням,1929,"['Статья', 'Публицистика', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1929_k_chehovskim_dnyam.txt,../data/Чехов Антон Павлович.К чеховским дням.1929.txt
Чехов Антон Павлович,К чеховскому юбилею,1909,"['Статья', 'Критика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0480oldorfo.txt,../data/Чехов Антон Павлович.К чеховскому юбилею.1909.txt
Чехов Антон Павлович,Каштанка,1887,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1887_kashtanka.txt,../data/Чехов Антон Павлович.Каштанка.1887.txt
Чехов Антон Павлович,Княгиня,1889,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1889_knyaginya.txt,../data/Чехов Антон Павлович.Княгиня.1889.txt
Чехов Антон Павлович,Лебединая песня (Калхас),1887,"['Пьеса', 'Драматургия', 'Пьесы']",Драматический этюд в одном действии,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1887_lebedinaya_pesnya.txt,../data/Чехов Антон Павлович.Лебединая песня (Калхас).1887.txt
Чехов Антон Павлович,Леший,1890,"['Пьеса', 'Драматургия', 'Пьесы']",Комедия в 4-х действиях,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0190.txt,../data/Чехов Антон Павлович.Леший.1890.txt
Чехов Антон Павлович,Лошадиная фамилия,1885,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_loshadinaya_familia.txt,../data/Чехов Антон Павлович.Лошадиная фамилия.1885.txt
Чехов Антон Павлович,М. А. Потоцкая,1893,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1893_pototzkaya.txt,../data/Чехов Антон Павлович.М. А. Потоцкая.1893.txt
Чехов Антон Павлович,Медведь,1888,"['Пьеса', 'Драматургия', 'Пьесы']",Шутка в одном действии,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1888_medved.txt,../data/Чехов Антон Павлович.Медведь.1888.txt
Чехов Антон Павлович,Медицинский отчет по временному мелиховскому участку за 1892 год,1892,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1892_otchet.txt,../data/Чехов Антон Павлович.Медицинский отчет по временному мелиховскому участку за 1892 год.1892.txt
Чехов Антон Павлович,Медицинский отчет по временному мелиховскому участку за 1893 год,1893,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1893_otchet.txt,../data/Чехов Антон Павлович.Медицинский отчет по временному мелиховскому участку за 1893 год.1893.txt
Чехов Антон Павлович,Модный эффект,1885,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_modny_effekt.txt,../data/Чехов Антон Павлович.Модный эффект.1885.txt
Чехов Антон Павлович,Московские лицемеры,1885,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_litzemery.txt,../data/Чехов Антон Павлович.Московские лицемеры.1885.txt
Чехов Антон Павлович,Моя жизнь,1896,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1896_moya_zhizn.txt,../data/Чехов Антон Павлович.Моя жизнь.1896.txt
Чехов Антон Павлович,Мужики,1897,"['Глава', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1897_muzhiki.txt,../data/Чехов Антон Павлович.Мужики.1897.txt
Чехов Антон Павлович,Н. Закирова. Наша Чеховиана: глазовская версия,2009,"['Статья', 'Критика', 'Чеховские чтения']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0472.txt,../data/Чехов Антон Павлович.Н. Закирова. Наша Чеховиана: глазовская версия.2009.txt
Чехов Антон Павлович,Н. М. Пржевальский,1888,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1888_przhevalsky.txt,../data/Чехов Антон Павлович.Н. М. Пржевальский.1888.txt
Чехов Антон Павлович,Н. Н. и М. И. Фигнер,1893,"['Статья', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1893_figner.txt,../data/Чехов Антон Павлович.Н. Н. и М. И. Фигнер.1893.txt
Чехов Антон Павлович,На большой дороге,1884,"['Пьеса', 'Драматургия', 'Пьесы']",Драматический этюд в одном действии,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1884_na_bolshoy_doroge.txt,../data/Чехов Антон Павлович.На большой дороге.1884.txt
Чехов Антон Павлович,На выставке А. П. Чехова,1930,"['Статья', 'Публицистика', 'Об авторе']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1930_na_vystavke.txt,../data/Чехов Антон Павлович.На выставке А. П. Чехова.1930.txt
Чехов Антон Павлович,На святках,1900,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1900_na_svyatkah.txt,../data/Чехов Антон Павлович.На святках.1900.txt
Чехов Антон Павлович,Наш Чехов,1959,"['Очерк', 'Публицистика', 'О творчестве автора']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1959_nash_chehov.txt,../data/Чехов Антон Павлович.Наш Чехов.1959.txt
Чехов Антон Павлович,Наше нищенство,1885,"['Очерк', 'Публицистика', 'Публицистика и другие материалы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1885_nashe_nischenstvo.txt,../data/Чехов Антон Павлович.Наше нищенство.1885.txt
Чехов Антон Павлович,Невеста,1903,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1903_nevesta.txt,../data/Чехов Антон Павлович.Невеста.1903.txt
Чехов Антон Павлович,Новая дача,1899,"['Рассказ', 'Проза', 'Избранная проза']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1899_novaya_dacha.txt,../data/Чехов Антон Павлович.Новая дача.1899.txt
Чехов Антон Павлович,Ночь перед судом,1884,"['Пьеса', 'Драматургия', 'Пьесы']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_1884_noch_pered_sudom.txt,../data/Чехов Антон Павлович.Ночь перед судом.1884.txt
Чехов Антон Павлович,О А. П. Чехове по материалам газеты Новости дня,1902,"['Очерк', 'Публицистика', 'Об авторе', 'Иллюстрации/приложения: 2 штук.']",,https://storage.yandexcloud.net/auth-def-2024/raw/chehow_a_p_text_0440.txt,"../data/Чехов Антон Павлович.О А. П. Чехове по материалам газеты ""Новости дня"".1902.txt"
